agency_name,route_long_name,route_short_name,origin_stop,origin_lat,origin_lon,destiny_stop,destiny_lat,destiny_lon,time_of_journey
Cablebus,Constitución de 1917 a Santa Marta,2,Constitución de 1917,19.34503,-99.06265,Quetzalcóatl,19.32806,-99.04355,00:09:09
Cablebus,Constitución de 1917 a Santa Marta,2,Las Torres Buenavista,19.33183,-99.03079,Quetzalcóatl,19.32806,-99.04355,00:04:40
Cablebus,Constitución de 1917 a Santa Marta,2,Las Torres Buenavista,19.33183,-99.03079,Xalpa,19.33613,-99.0192,00:04:21
Cablebus,Constitución de 1917 a Santa Marta,2,Lomas de la Estancia,19.34078,-99.00857,San Miguel Teotongo,19.34357,-98.98944,00:06:46
Cablebus,Constitución de 1917 a Santa Marta,2,Lomas de la Estancia,19.34078,-99.00857,Xalpa,19.33613,-99.0192,00:04:05
Cablebus,Constitución de 1917 a Santa Marta,2,Quetzalcóatl,19.32806,-99.04355,Constitución de 1917,19.34503,-99.06265,00:09:09
Cablebus,Constitución de 1917 a Santa Marta,2,Quetzalcóatl,19.32806,-99.04355,Las Torres Buenavista,19.33183,-99.03079,00:04:40
Cablebus,Constitución de 1917 a Santa Marta,2,San Miguel Teotongo,19.34357,-98.98944,Lomas de la Estancia,19.34078,-99.00857,00:06:46
Cablebus,Constitución de 1917 a Santa Marta,2,San Miguel Teotongo,19.34357,-98.98944,Santa Marta,19.35971,-98.99399,00:06:09
Cablebus,Constitución de 1917 a Santa Marta,2,Santa Marta,19.35971,-98.99399,San Miguel Teotongo,19.34357,-98.98944,00:06:09
Cablebus,Constitución de 1917 a Santa Marta,2,Xalpa,19.33613,-99.0192,Las Torres Buenavista,19.33183,-99.03079,00:04:21
Cablebus,Constitución de 1917 a Santa Marta,2,Xalpa,19.33613,-99.0192,Lomas de la Estancia,19.34078,-99.00857,00:04:05
Cablebus,Cuautepec/Tlalpexco a Indios Verdes,1,Campos Revolución,19.54077,-99.14177,Cuautepec,19.55783,-99.13398,00:07:37
Cablebus,Cuautepec/Tlalpexco a Indios Verdes,1,Campos Revolución,19.54077,-99.14177,La Pastora,19.52765,-99.14039,00:05:24
Cablebus,Cuautepec/Tlalpexco a Indios Verdes,1,Campos Revolución,19.54077,-99.14177,Tlalpexco,19.54479,-99.12619,00:06:16
Cablebus,Cuautepec/Tlalpexco a Indios Verdes,1,Cuautepec,19.55783,-99.13398,Campos Revolución,19.54077,-99.14177,00:07:37
Cablebus,Cuautepec/Tlalpexco a Indios Verdes,1,Indios Verdes,19.49631,-99.12257,Santa María Ticomán,19.51146,-99.13368,00:07:33
Cablebus,Cuautepec/Tlalpexco a Indios Verdes,1,La Pastora,19.52765,-99.14039,Campos Revolución,19.54077,-99.14177,00:05:24
Cablebus,Cuautepec/Tlalpexco a Indios Verdes,1,La Pastora,19.52765,-99.14039,Santa María Ticomán,19.51146,-99.13368,00:07:07
Cablebus,Cuautepec/Tlalpexco a Indios Verdes,1,Santa María Ticomán,19.51146,-99.13368,Indios Verdes,19.49631,-99.12257,00:07:33
Cablebus,Cuautepec/Tlalpexco a Indios Verdes,1,Santa María Ticomán,19.51146,-99.13368,La Pastora,19.52765,-99.14039,00:07:07
Cablebus,Cuautepec/Tlalpexco a Indios Verdes,1,Tlalpexco,19.54479,-99.12619,Campos Revolución,19.54077,-99.14177,00:06:16
Cablebus,Los Pinos/Constituyentes a Vasco de Quiroga,3,Charrería,19.39969,-99.21301,PARCUR/Colegio de Arquitectos,19.39678,-99.22217,00:04:05
Cablebus,Los Pinos/Constituyentes a Vasco de Quiroga,3,Charrería,19.39969,-99.21301,Panteón Dolores,19.4073,-99.20097,00:04:05
Cablebus,Los Pinos/Constituyentes a Vasco de Quiroga,3,Cineteca Nacional/Bodega de Arte,19.39121,-99.22905,PARCUR/Colegio de Arquitectos,19.39678,-99.22217,00:04:05
Cablebus,Los Pinos/Constituyentes a Vasco de Quiroga,3,Cineteca Nacional/Bodega de Arte,19.39121,-99.22905,Vasco de Quiroga,19.38422,-99.2318,00:04:05
Cablebus,Los Pinos/Constituyentes a Vasco de Quiroga,3,Los Pinos Constituyentes,19.41304,-99.19146,Panteón Dolores,19.4073,-99.20097,00:04:05
Cablebus,Los Pinos/Constituyentes a Vasco de Quiroga,3,PARCUR/Colegio de Arquitectos,19.39678,-99.22217,Charrería,19.39969,-99.21301,00:04:05
Cablebus,Los Pinos/Constituyentes a Vasco de Quiroga,3,PARCUR/Colegio de Arquitectos,19.39678,-99.22217,Cineteca Nacional/Bodega de Arte,19.39121,-99.22905,00:04:05
Cablebus,Los Pinos/Constituyentes a Vasco de Quiroga,3,Panteón Dolores,19.4073,-99.20097,Charrería,19.39969,-99.21301,00:04:05
Cablebus,Los Pinos/Constituyentes a Vasco de Quiroga,3,Panteón Dolores,19.4073,-99.20097,Los Pinos Constituyentes,19.41304,-99.19146,00:04:05
Cablebus,Los Pinos/Constituyentes a Vasco de Quiroga,3,Vasco de Quiroga,19.38422,-99.2318,Cineteca Nacional/Bodega de Arte,19.39121,-99.22905,00:04:05
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. e Ingenieros Militares,19.44394,-99.21708,Blvd. Manuel Avila C. y Reyes Espinola,19.44882,-99.21993,00:02:48
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Antonio Velázquez,19.45134,-99.21977,Blvd. Manuel Avila C. y Parque de Chapultepec,19.45258,-99.21977,00:00:30
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Av. Conscripto,19.44453,-99.21932,Blvd. Manuel Avila C. y Calz. Legaria,19.44242,-99.21647,00:01:26
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Av. Ejército Nacional,19.43856,-99.21383,Blvd. Manuel Avila C. y Legaria,19.44171,-99.21539,00:01:26
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Av. de Horacio,19.43539,-99.21203,Blvd. Manuel Avila C. y Homero,19.43673,-99.21296,00:00:40
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Calle 3,19.46184,-99.22235,Blvd. Manuel Avila C. y Las Torres y 1 de Mayo,19.46592,-99.22449,00:01:53
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Calz. Legaria,19.44242,-99.21647,Blvd. Manuel Avila C. y Ejército Nacional,19.43922,-99.21458,00:01:31
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Campos Eliseos,19.43132,-99.20719,Blvd. Manuel Avila C. y Priv. de Horacio,19.43356,-99.20988,00:01:28
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Ejército Nacional,19.43922,-99.21458,Blvd. Manuel Avila C. y García Conde,19.43543,-99.21255,00:01:46
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y García Conde,19.43543,-99.21255,Blvd. Manuel Avila C. y San Isidro,19.43384,-99.2107,00:00:59
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Homero,19.43673,-99.21296,Blvd. Manuel Avila C. y Av. Ejército Nacional,19.43856,-99.21383,00:00:50
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Las Torres y 1 de Mayo,19.46556,-99.22489,Blvd. Manuel Avila C. y Nuevo México,19.46296,-99.22348,00:01:12
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Legaria,19.44171,-99.21539,Blvd. Manuel Avila C. e Ingenieros Militares,19.44394,-99.21708,00:01:08
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Lomas Plaza,19.42998,-99.20595,Blvd. Manuel Avila C. y Met Life,19.42942,-99.20518,00:00:22
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Met Life,19.42942,-99.20518,Paseo de la Reforma y Prado Norte,19.42711,-99.20559,00:01:51
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Monte Elbruz,19.42967,-99.20499,Blvd. Manuel Avila C. y Campos Eliseos,19.43132,-99.20719,00:01:06
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Nuevo México,19.46296,-99.22348,Blvd. Manuel Avila C. y Parque de Chapultepec,19.45324,-99.22021,00:04:20
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Parque de Chapultepec,19.45258,-99.21977,Blvd. Manuel Avila C. y Calle 3,19.46184,-99.22235,00:04:04
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Parque de Chapultepec,19.45324,-99.22021,Blvd. Manuel Avila Camacho y Centro Israelita,19.45115,-99.22037,00:00:52
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Paseo de las Palmas,19.43047,-99.20663,Blvd. Manuel Avila C. y Lomas Plaza,19.42998,-99.20595,00:00:20
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Priv. de Horacio,19.43356,-99.20988,Blvd. Manuel Avila C. y Av. de Horacio,19.43539,-99.21203,00:01:08
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y Reyes Espinola,19.44882,-99.21993,Blvd. Manuel Avila C. y Antonio Velázquez,19.45134,-99.21977,00:01:02
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila C. y San Isidro,19.43384,-99.2107,Blvd. Manuel Avila C. y Paseo de las Palmas,19.43047,-99.20663,00:02:15
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Blvd. Manuel Avila Camacho y Centro Israelita,19.45115,-99.22037,Blvd. Manuel Avila C. y Av. Conscripto,19.44453,-99.21932,00:02:54
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,CETRAM Chapultepec (base),19.4206,-99.17718,Tolstoi y Mariano Escobedo,19.42387,-99.17842,00:03:16
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Anatole France,19.42646,-99.1977,Paseo de la Reforma y Auditorio Nacional,19.42579,-99.19337,00:01:43
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Auditorio Nacional,19.42579,-99.19337,Paseo de la Reforma y Zoológico,19.42537,-99.19032,00:01:12
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Auditorio Nacional I,19.426,-99.19259,Paseo de la Reforma y Auditorio Nacional II,19.42621,-99.19375,00:00:27
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Auditorio Nacional II,19.42621,-99.19375,Paseo de la Reforma y Julio Verne,19.42672,-99.19689,00:01:15
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Av. Gruta,19.42463,-99.1855,Paseo de la Reforma y Gandhi,19.42392000000001,-99.1808,00:01:52
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Av. Grutas,19.42476,-99.18438,Paseo de la Reforma y Museo de Antropología II,19.42546,-99.18854,00:01:39
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Fuente de Petroleos,19.42775,-99.20177,Blvd. Manuel Avila C. y Monte Elbruz,19.42967,-99.20499,00:01:31
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Gandhi,19.42392000000001,-99.1808,CETRAM Chapultepec (base),19.4206,-99.17718,00:03:09
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Jardines de Libano,19.42717,-99.20016,Paseo de la Reforma y Fuente de Petroleos,19.42775,-99.20177,00:00:41
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Julio Verne,19.42672,-99.19689,Paseo de la Reforma y Jardines de Libano,19.42717,-99.20016,00:01:18
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Museo de Antropología II,19.42546,-99.18854,Paseo de la Reforma y Rubén Darío,19.42587,-99.19152,00:01:11
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Prado Norte,19.42711,-99.20559,Paseo de la Reforma y Prados Sur,19.42648,-99.20598,00:01:27
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Prados Sur,19.42648,-99.20598,Paseo de la Reforma y Anatole France,19.42646,-99.1977,00:06:04
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Rubén Darío,19.42587,-99.19152,Paseo de la Reforma y Auditorio Nacional I,19.426,-99.19259,00:00:25
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Zoológico,19.42537,-99.19032,Paseo de la Reforma y Zoológico 2,19.42501,-99.18799,00:00:55
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Paseo de la Reforma y Zoológico 2,19.42501,-99.18799,Paseo de la Reforma y Av. Gruta,19.42463,-99.1855,00:00:59
Corredores Concesionados,1ro de Mayo - Chapultepec,18B,Tolstoi y Mariano Escobedo,19.42387,-99.17842,Paseo de la Reforma y Av. Grutas,19.42476,-99.18438,00:02:22
Corredores Concesionados,Alameda Oriente - Constitución,4A,Base Alameda Oriente,19.43053,-99.05367,Bordo - Periférico,19.4302,-99.05283,00:00:22
Corredores Concesionados,Alameda Oriente - Constitución,4A,Base Cetram Constitución,19.34535,-99.06465,Periférico - Vasco de Quiroga,19.33703,-99.0646,00:05:05
Corredores Concesionados,Alameda Oriente - Constitución,4A,Bordo - Periférico,19.4302,-99.05283,Periférico - Prosperidad,19.41945,-99.0563,00:04:46
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - 5 de Mayo,19.33887,-99.06419,Periférico - Candido Aguilar,19.34885,-99.06004,00:04:34
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Av. Bordo,19.42957,-99.05222,Base Alameda Oriente,19.43053,-99.05367,00:08:04
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Av. Chimalhuacan,19.42169,-99.0557,Periférico - Av. Bordo,19.42957,-99.05222,00:03:33
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Av. Pantitlan,19.41197,-99.0568,Periférico - Av. Chimalhuacan,19.42169,-99.0557,00:04:03
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Av. Pantitlán,19.41265,-99.05701,Periférico - Clínica 35,19.40742,-99.05759,00:02:11
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Bachilleres,19.36131,-99.05792,Periférico - Soto y Gama,19.35958,-99.05832,00:00:44
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - CCH,19.38677,-99.06038,Periférico - Sur 30,19.38339,-99.06093,00:01:25
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - CETIS 153,19.37916,-99.06087,Periférico - Leyes de Reforma,19.37669,-99.06012,00:01:04
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Calle 3,19.35531,-99.05852,Periférico - Soto y Gama,19.35882,-99.05771,00:01:29
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Canal de Tezontle,19.38237,-99.06068,Periférico - Universidad,19.385720000000006,-99.0603,00:01:24
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Candido Aguilar,19.34885,-99.06004,Periférico - Revolución Social,19.35271,-99.05915,00:01:38
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Clínica 35,19.40742,-99.05759,Periférico - Mercado San Juan,19.4006,-99.05815,00:02:50
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Contel,19.36677,-99.05698,Periférico - Eje 6 Sur,19.36336,-99.05744,00:01:27
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Eje 6 Sur,19.36336,-99.05744,Periférico - Bachilleres,19.36131,-99.05792,00:00:52
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Hilario Medina,19.35119,-99.06024,Periférico - Porfirio Castillo,19.34918,-99.06067,00:00:51
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Home Mark,19.379,-99.05989,Periférico - Canal de Tezontle,19.38237,-99.06068,00:01:26
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Leyes de Reforma,19.37594,-99.05906,Periférico - Home Mark,19.379,-99.05989,00:01:18
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Leyes de Reforma,19.37669,-99.06012,Periférico - Policia Federal,19.37242,-99.05891,00:01:49
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Luis Mendez,19.36271,-99.05681,Periférico - Michoacan,19.36555,-99.05601,00:01:13
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Mercado San Juan,19.4006,-99.05815,Periférico - Tepalcates,19.39013,-99.05979,00:04:23
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Mercado San Juan,19.40042,-99.058,Periférico - Valsequillo,19.40461,-99.05761,00:01:44
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Michoacan,19.36555,-99.05601,Periférico - Price Shoes,19.37044,-99.05733,00:02:06
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Oaxaca,19.40658,-99.0574,Periférico - Av. Pantitlan,19.41197,-99.0568,00:02:14
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Policia Federal,19.37242,-99.05891,Periférico - Contel,19.36677,-99.05698,00:02:27
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Porfirio Castillo,19.34918,-99.06067,Base Constitución,19.34571,-99.06511,00:06:39
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Price Shoes,19.37044,-99.05733,Periférico - Telecomunicaciones,19.37357,-99.0584,00:01:21
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Prosperidad,19.41945,-99.0563,Periférico - Av. Pantitlán,19.41265,-99.05701,00:02:50
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Registro Civil,19.35551,-99.05926,Periférico - Hilario Medina,19.35119,-99.06024,00:01:50
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Revolución Social,19.35271,-99.05915,Periférico - Calle 3,19.35531,-99.05852,00:01:06
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Soto y Gama,19.35958,-99.05832,Periférico - Registro Civil,19.35551,-99.05926,00:01:43
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Soto y Gama,19.35882,-99.05771,Periférico - Unidad Vicente Guerrero,19.36112,-99.05718,00:00:58
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Sur 30,19.38339,-99.06093,Periférico - CETIS 153,19.37916,-99.06087,00:01:45
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Telecomunicaciones,19.37357,-99.0584,Periférico - Leyes de Reforma,19.37594,-99.05906,00:01:01
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Tepalcates,19.39013,-99.05979,Periférico - CCH,19.38677,-99.06038,00:01:24
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Tepalcates,19.38916,-99.0597,Periférico - Zaragoza,19.39491,-99.05864,00:02:25
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Unidad Vicente Guerrero,19.36112,-99.05718,Periférico - Luis Mendez,19.36271,-99.05681,00:00:40
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Universidad,19.385720000000006,-99.0603,Periférico - Tepalcates,19.38916,-99.0597,00:01:26
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Valsequillo,19.40461,-99.05761,Periférico - Oaxaca,19.40658,-99.0574,00:00:49
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Vasco de Quiroga,19.33703,-99.0646,Periférico - 5 de Mayo,19.33887,-99.06419,00:00:51
Corredores Concesionados,Alameda Oriente - Constitución,4A,Periférico - Zaragoza,19.39491,-99.05864,Periférico - Mercado San Juan,19.40042,-99.058,00:02:17
Corredores Concesionados,Allende - Izazaga,17E,Base Nezahulacoyotl - José María Pino Suárez,19.42496,-99.13338,San Antonio Abad - Lorenzo Boturini,19.4183,-99.13437,00:02:47
Corredores Concesionados,Allende - Izazaga,17E,San Antionio Abad - José T. Cuellar,19.4138,-99.13508,San Antonio Abad - María Roa Bárcenas,19.41152,-99.13544,00:00:57
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - 24 Batallón de Policia Militar,19.4051,-99.13607,San Antonio Abad - Chabacano,19.40793,-99.13562,00:01:11
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Chabacano,19.40793,-99.13562,San Antonio Abad - Metro Chabacano,19.40956,-99.13526,00:00:41
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Diagonal Fray Servando,19.42372,-99.13419,Base Nezahualcoyotl-José María Pino Suárez,19.42503,-99.13329,00:00:36
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Fernando de Alva Ixtlilxocitl,19.41917,-99.13388,San Antonio Abad - Diagonal Fray Servando,19.42372,-99.13419,00:01:59
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Gutiérrez Nájera,19.41532,-99.13485,San Antionio Abad - José T. Cuellar,19.4138,-99.13508,00:00:38
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Juan A. Mateos,19.41042,-99.13561,San Antonio Abad - Metro Chabacano,19.40918,-99.1359,00:00:31
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Juan Hernández y Dávalos,19.40612,-99.13628,San Antonio Abad - Toribio Medina,19.40478,-99.13648,00:00:33
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Lorenzo Boturini,19.41768,-99.13411,San Antonio Abad - Fernando de Alva Ixtlilxocitl,19.41917,-99.13388,00:00:37
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Lorenzo Boturini,19.4183,-99.13437,San Antonio Abad - Manuel M. Flores,19.41638,-99.13469,00:00:48
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Manuel M. Flores,19.41638,-99.13469,San Antonio Abad - Metro San Antonio Abad,19.41601,-99.13475,00:00:09
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - María Roa Bárcenas,19.41152,-99.13544,San Antonio Abad - Juan A. Mateos,19.41042,-99.13561,00:00:27
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Metro Chabacano,19.40918,-99.1359,San Antonio Abad - Torquemada,19.40855,-99.13595,00:00:15
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Metro Chabacano,19.40956,-99.13526,Tlalpan y Av. del Taller,19.41318,-99.13481,00:01:30
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Metro San Antonio Abad,19.41601,-99.13475,San Antonio Abad - Gutiérrez Nájera,19.41532,-99.13485,00:00:17
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Metro San Antonio Abad,19.416120000000006,-99.13434,San Antonio Abad - Lorenzo Boturini,19.41768,-99.13411,00:00:39
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Toribio Medina,19.40478,-99.13648,Tlalpan - Metro Viaducto,19.40095,-99.13709,00:01:36
Corredores Concesionados,Allende - Izazaga,17E,San Antonio Abad - Torquemada,19.40855,-99.13595,San Antonio Abad - Juan Hernández y Dávalos,19.40612,-99.13628,00:01:01
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan  - Giros Postales,19.38941,-99.13893,Tlalpan - Ahorro Postal,19.38871,-99.13901,00:00:17
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - 1ro de Mayo,19.38249,-99.13951,Tlalpan - Metro Villa de Cortes,19.38789,-99.13865,00:02:15
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Ahorro Postal,19.38871,-99.13901,Tlalpan - Metro Villa de Cortes,19.38798,-99.1391,00:00:18
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - América,19.34618,-99.14502,Tlalpan - San Andrés,19.34548,-99.14484,00:00:17
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Antonio Rodríguez,19.37598,-99.14092,Tlalpan - Ing. Pascual O. Rubio,19.37451,-99.14113,00:00:36
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - BretaNa,19.37432,-99.14068,Tlalpan - Zacahuitzco,19.37609,-99.14046,00:00:44
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - CFE y Deportivo,19.30011,-99.14928,Tlalpan y Glorieta Huipulco,19.29993,-99.14943,00:00:05
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Calle G,19.33941,-99.14274,Tlalpan - Las Torres,19.34058,-99.14313,00:00:30
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Calz. México-Xochimilco,19.29745,-99.15215,Tlalpan - San Juan Bosco,19.2981,-99.15124,00:00:27
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Chimalcoyotl,19.29268,-99.15904,Tlalpan - Coapa,19.291220000000006,-99.16101,00:00:59
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Ciudad Jardín,19.33557,-99.14153,Tlalpan - Galvez y Fuentes,19.33737,-99.14211,00:00:46
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Clínica 10,19.385720000000006,-99.13945,Tlalpan - Ramos Millán,19.38325,-99.13986,00:01:02
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Coapa,19.291220000000006,-99.16101,Tlalpan y San Fernando,19.29054,-99.16188,00:00:26
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Cuenca,19.3928,-99.13843,Tlalpan - Unión Postal,19.391070000000006,-99.13868,00:00:43
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Cádiz,19.39891,-99.13744,Tlalpan - Toledo,19.39564,-99.13799,00:01:22
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - División del Norte,19.31583,-99.1391,Tlalpan - Registro Federal,19.31765,-99.13848,00:00:47
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Eje 4 Sur Xola,19.39426,-99.1382,Tlalpan - Cuenca,19.3928,-99.13843,00:00:36
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Eje 6 Sur Cumbres de Maltrata,19.37754,-99.14073,Tlalpan - Antonio Rodríguez,19.37598,-99.14092,00:00:39
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Emiliano Zapata,19.36411,-99.14229,Tlalpan - Municipio Libre,19.3679,-99.14165,00:01:35
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Emiliano Zapata,19.36455,-99.14271,Tlalpan - Repúblicas,19.36294,-99.14299,00:00:40
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Ermita,19.35849,-99.14335,Tlalpan - Metro Ermita Linea 12,19.35961,-99.14308,00:00:28
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Estadio Azteca,19.30157,-99.1468,Tlalpan - Tlamanalco,19.30476,-99.14443,00:01:37
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Fray Pedro de Gante,19.29356,-99.15744,Tlalpan - Periferico,19.29459,-99.15603,00:00:42
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Galvez y Fuentes,19.33737,-99.14211,Tlalpan - Calle G,19.33941,-99.14274,00:00:52
